,date,symbol,adjusted,close,high,low,open,volume
0,2023-01-03,AAPL,124.21630096435547,125.06999969482422,130.89999389648438,124.16999816894531,130.27999877929688,112117500.0
1,2023-01-03,AMZN,85.81999969482422,85.81999969482422,86.95999908447266,84.20999908447266,85.45999908447266,76706000.0
2,2023-01-03,GOOG,89.69999694824219,89.69999694824219,91.55000305175781,89.0199966430664,89.83000183105469,20738500.0
3,2023-01-03,META,124.6077880859375,124.73999786376953,126.37000274658203,122.27999877929688,122.81999969482422,35528500.0
4,2023-01-03,MSFT,237.03599548339844,239.5800018310547,245.75,237.39999389648438,243.0800018310547,25740000.0
5,2023-01-03,NVDA,143.08648681640625,143.14999389648438,149.9600067138672,140.9600067138672,148.50999450683594,40127700.0
6,2023-01-03,TSLA,108.0999984741211,108.0999984741211,118.80000305175781,104.63999938964844,118.47000122070312,231402800.0
7,2023-01-04,AAPL,125.49749755859375,126.36000061035156,128.66000366210938,125.08000183105469,126.88999938964844,89113600.0
8,2023-01-04,AMZN,85.13999938964844,85.13999938964844,86.9800033569336,83.36000061035156,86.55000305175781,68885100.0
9,2023-01-04,GOOG,88.70999908447266,88.70999908447266,91.23999786376953,87.80000305175781,91.01000213623047,27046500.0
10,2023-01-04,META,127.2350082397461,127.37000274658203,129.0500030517578,125.8499984741211,127.37999725341797,32397100.0
11,2023-01-04,MSFT,226.6672821044922,229.10000610351562,232.8699951171875,225.9600067138672,232.27999877929688,50623400.0
12,2023-01-04,NVDA,147.42459106445312,147.49000549316406,148.52999877929688,142.41000366210938,145.6699981689453,43132400.0
13,2023-01-04,TSLA,113.63999938964844,113.63999938964844,114.58999633789062,107.5199966430664,109.11000061035156,180389000.0
14,2023-01-05,AAPL,124.16664123535156,125.0199966430664,127.7699966430664,124.76000213623047,127.12999725341797,80962700.0
15,2023-01-05,AMZN,83.12000274658203,83.12000274658203,85.41999816894531,83.06999969482422,85.33000183105469,67930800.0
16,2023-01-05,GOOG,86.7699966430664,86.7699966430664,88.20999908447266,86.55999755859375,88.06999969482422,23136100.0
17,2023-01-05,META,126.80545806884766,126.94000244140625,128.52000427246094,124.54000091552734,126.12999725341797,25447100.0
18,2023-01-05,MSFT,219.9493865966797,222.30999755859375,227.5500030517578,221.75999450683594,227.1999969482422,39585600.0
19,2023-01-05,NVDA,142.58673095703125,142.64999389648438,145.63999938964844,141.47999572753906,144.91000366210938,38916800.0
20,2023-01-05,TSLA,110.33999633789062,110.33999633789062,111.75,107.16000366210938,110.51000213623047,157986300.0
21,2023-01-06,AAPL,128.7352294921875,129.6199951171875,130.2899932861328,124.88999938964844,126.01000213623047,87754700.0
